,inning,batsman,bowler,batsman_name,bowler_name,ovr,runs_batter,runs_w_extras,x,y,z,extras,wicket,wicket_method
231,1,6513,36084,Damien Martyn,Yuvraj Singh,36.1,0.0,0.0,0.0,0.0,0.0,0.0,,
232,1,6513,36084,Damien Martyn,Yuvraj Singh,36.2,0.0,0.0,0.0,0.0,0.0,0.0,,
233,1,6513,36084,Damien Martyn,Yuvraj Singh,36.3,2.0,2.0,256.0,185.0,3.0,0.0,,
234,1,6513,36084,Damien Martyn,Yuvraj Singh,36.4,0.0,0.0,0.0,0.0,0.0,0.0,,
235,1,6513,36084,Damien Martyn,Yuvraj Singh,36.5,1.0,1.0,297.0,140.0,2.0,0.0,,
236,1,7133,36084,Ricky Ponting,Yuvraj Singh,36.6,1.0,1.0,238.0,281.0,4.0,0.0,,
237,1,7133,31034,Ricky Ponting,Dinesh Mongia,37.1,0.0,0.0,0.0,0.0,0.0,0.0,,
238,1,7133,31034,Ricky Ponting,Dinesh Mongia,37.2,0.0,0.0,0.0,0.0,0.0,0.0,,
239,1,7133,31034,Ricky Ponting,Dinesh Mongia,37.3,2.0,2.0,74.0,212.0,6.0,0.0,,
240,1,7133,31034,Ricky Ponting,Dinesh Mongia,37.4,0.0,0.0,0.0,0.0,0.0,0.0,,
241,1,7133,31034,Ricky Ponting,Dinesh Mongia,37.5,1.0,1.0,290.0,130.0,2.0,0.0,,
242,1,6513,31034,Damien Martyn,Dinesh Mongia,37.6,0.0,0.0,0.0,0.0,0.0,0.0,,
243,1,7133,29264,Ricky Ponting,Harbhajan Singh,38.1,0.0,0.0,0.0,0.0,0.0,0.0,,
244,1,7133,29264,Ricky Ponting,Harbhajan Singh,38.2,1.0,1.0,201.0,115.0,1.0,0.0,,
245,1,6513,29264,Damien Martyn,Harbhajan Singh,38.3,1.0,1.0,287.0,117.0,2.0,0.0,,
246,1,7133,29264,Ricky Ponting,Harbhajan Singh,38.4,6.0,6.0,335.0,278.0,3.0,0.0,,
247,1,7133,29264,Ricky Ponting,Harbhajan Singh,38.5,6.0,6.0,335.0,300.0,3.0,0.0,,
248,1,7133,29264,Ricky Ponting,Harbhajan Singh,38.6,0.0,0.0,0.0,0.0,0.0,0.0,,
249,1,6513,31034,Damien Martyn,Dinesh Mongia,39.1,1.0,1.0,60.0,175.0,6.0,0.0,,
250,1,7133,31034,Ricky Ponting,Dinesh Mongia,39.2,1.0,1.0,258.0,271.0,4.0,0.0,,
251,1,6513,31034,Damien Martyn,Dinesh Mongia,39.3,1.0,1.0,237.0,166.0,3.0,0.0,,
252,1,7133,31034,Ricky Ponting,Dinesh Mongia,39.4,0.0,1.0,0.0,0.0,0.0,1.0,,
253,1,7133,31034,Ricky Ponting,Dinesh Mongia,39.4,1.0,1.0,242.0,271.0,4.0,0.0,,
254,1,6513,31034,Damien Martyn,Dinesh Mongia,39.5,4.0,4.0,38.0,260.0,6.0,0.0,,
255,1,6513,31034,Damien Martyn,Dinesh Mongia,39.6,1.0,1.0,61.0,183.0,6.0,0.0,,
256,1,6513,31820,Damien Martyn,Ashish Nehra,40.1,1.0,1.0,100.0,83.0,8.0,0.0,,
257,1,7133,31820,Ricky Ponting,Ashish Nehra,40.2,2.0,2.0,274.0,92.0,2.0,0.0,,
258,1,7133,31820,Ricky Ponting,Ashish Nehra,40.3,0.0,0.0,0.0,0.0,0.0,0.0,,
259,1,7133,31820,Ricky Ponting,Ashish Nehra,40.4,6.0,6.0,345.0,115.0,2.0,0.0,,
260,1,7133,31820,Ricky Ponting,Ashish Nehra,40.5,2.0,2.0,255.0,274.0,4.0,0.0,,
261,1,7133,31820,Ricky Ponting,Ashish Nehra,40.6,0.0,0.0,0.0,0.0,0.0,0.0,,
262,1,6513,31034,Damien Martyn,Dinesh Mongia,41.1,1.0,2.0,107.0,280.0,5.0,1.0,,
263,1,7133,31034,Ricky Ponting,Dinesh Mongia,41.1,6.0,6.0,277.0,344.0,4.0,0.0,,
264,1,7133,31034,Ricky Ponting,Dinesh Mongia,41.2,2.0,2.0,274.0,261.0,4.0,0.0,,
265,1,7133,31034,Ricky Ponting,Dinesh Mongia,41.3,0.0,0.0,0.0,0.0,0.0,0.0,,
266,1,7133,31034,Ricky Ponting,Dinesh Mongia,41.4,1.0,1.0,262.0,256.0,4.0,0.0,,
267,1,6513,31034,Damien Martyn,Dinesh Mongia,41.5,1.0,1.0,84.0,264.0,5.0,0.0,,
268,1,7133,31034,Ricky Ponting,Dinesh Mongia,41.6,0.0,0.0,0.0,0.0,0.0,0.0,,
269,1,6513,31820,Damien Martyn,Ashish Nehra,42.1,1.0,1.0,105.0,269.0,5.0,0.0,,
270,1,7133,31820,Ricky Ponting,Ashish Nehra,42.2,0.0,0.0,0.0,0.0,0.0,0.0,,
271,1,7133,31820,Ricky Ponting,Ashish Nehra,42.3,0.0,0.0,0.0,0.0,0.0,0.0,,
272,1,7133,31820,Ricky Ponting,Ashish Nehra,42.4,1.0,1.0,107.0,272.0,5.0,0.0,,
273,1,6513,31820,Damien Martyn,Ashish Nehra,42.5,0.0,0.0,0.0,0.0,0.0,0.0,,
274,1,6513,31820,Damien Martyn,Ashish Nehra,42.6,2.0,2.0,277.0,240.0,3.0,0.0,,
275,1,7133,30102,Ricky Ponting,Zaheer Khan,43.1,1.0,1.0,116.0,243.0,5.0,0.0,,
276,1,6513,30102,Damien Martyn,Zaheer Khan,43.2,1.0,1.0,137.0,66.0,8.0,0.0,,
277,1,7133,30102,Ricky Ponting,Zaheer Khan,43.3,4.0,4.0,182.0,336.0,4.0,0.0,,
278,1,7133,30102,Ricky Ponting,Zaheer Khan,43.4,6.0,6.0,317.0,292.0,3.0,0.0,,
279,1,7133,30102,Ricky Ponting,Zaheer Khan,43.5,0.0,0.0,0.0,0.0,0.0,0.0,,
280,1,7133,30102,Ricky Ponting,Zaheer Khan,43.6,0.0,0.0,0.0,0.0,0.0,0.0,,
281,1,6513,31820,Damien Martyn,Ashish Nehra,44.1,1.0,1.0,57.0,196.0,6.0,0.0,,
282,1,7133,31820,Ricky Ponting,Ashish Nehra,44.2,1.0,1.0,99.0,81.0,8.0,0.0,,
283,1,6513,31820,Damien Martyn,Ashish Nehra,44.3,1.0,1.0,254.0,268.0,4.0,0.0,,
284,1,7133,31820,Ricky Ponting,Ashish Nehra,44.4,1.0,1.0,250.0,262.0,4.0,0.0,,
285,1,6513,31820,Damien Martyn,Ashish Nehra,44.5,1.0,1.0,117.0,200.0,6.0,0.0,,
286,1,7133,31820,Ricky Ponting,Ashish Nehra,44.6,1.0,1.0,59.0,168.0,6.0,0.0,,
287,1,7133,34105,Ricky Ponting,Javagal Srinath,45.1,1.0,1.0,244.0,275.0,4.0,0.0,,
288,1,6513,34105,Damien Martyn,Javagal Srinath,45.2,0.0,1.0,0.0,0.0,0.0,1.0,,
289,1,6513,34105,Damien Martyn,Javagal Srinath,45.2,1.0,1.0,122.0,210.0,6.0,0.0,,
290,1,7133,34105,Ricky Ponting,Javagal Srinath,45.3,1.0,1.0,302.0,156.0,2.0,0.0,,
291,1,6513,34105,Damien Martyn,Javagal Srinath,45.4,1.0,1.0,250.0,273.0,4.0,0.0,,
292,1,7133,34105,Ricky Ponting,Javagal Srinath,45.5,2.0,2.0,49.0,121.0,7.0,0.0,,
293,1,7133,34105,Ricky Ponting,Javagal Srinath,45.6,1.0,2.0,294.0,135.0,2.0,1.0,,
294,1,6513,34105,Damien Martyn,Javagal Srinath,45.6,1.0,1.0,296.0,139.0,2.0,0.0,,
295,1,6513,31820,Damien Martyn,Ashish Nehra,46.1,6.0,6.0,11.0,267.0,6.0,0.0,,
296,1,6513,31820,Damien Martyn,Ashish Nehra,46.2,1.0,1.0,55.0,140.0,7.0,0.0,,
297,1,7133,31820,Ricky Ponting,Ashish Nehra,46.3,2.0,2.0,304.0,123.0,2.0,0.0,,
298,1,7133,31820,Ricky Ponting,Ashish Nehra,46.4,1.0,1.0,111.0,271.0,5.0,0.0,,
299,1,6513,31820,Damien Martyn,Ashish Nehra,46.5,0.0,0.0,0.0,0.0,0.0,0.0,,
300,1,6513,31820,Damien Martyn,Ashish Nehra,46.6,1.0,1.0,52.0,202.0,6.0,0.0,,
301,1,6513,34105,Damien Martyn,Javagal Srinath,47.1,1.0,1.0,61.0,178.0,6.0,0.0,,
302,1,7133,34105,Ricky Ponting,Javagal Srinath,47.2,6.0,6.0,321.0,291.0,3.0,0.0,,
303,1,7133,34105,Ricky Ponting,Javagal Srinath,47.3,2.0,2.0,291.0,225.0,3.0,0.0,,
304,1,7133,34105,Ricky Ponting,Javagal Srinath,47.4,2.0,2.0,201.0,316.0,4.0,0.0,,
305,1,7133,34105,Ricky Ponting,Javagal Srinath,47.5,0.0,0.0,0.0,0.0,0.0,0.0,,
306,1,7133,34105,Ricky Ponting,Javagal Srinath,47.6,1.0,1.0,249.0,221.0,3.0,0.0,,
307,1,7133,30102,Ricky Ponting,Zaheer Khan,48.1,0.0,4.0,0.0,0.0,0.0,4.0,,
308,1,7133,30102,Ricky Ponting,Zaheer Khan,48.2,6.0,6.0,354.0,141.0,2.0,0.0,,
309,1,7133,30102,Ricky Ponting,Zaheer Khan,48.3,1.0,1.0,130.0,137.0,7.0,0.0,,
310,1,6513,30102,Damien Martyn,Zaheer Khan,48.4,1.0,1.0,288.0,136.0,2.0,0.0,,
311,1,7133,30102,Ricky Ponting,Zaheer Khan,48.5,1.0,1.0,249.0,274.0,4.0,0.0,,
312,1,6513,30102,Damien Martyn,Zaheer Khan,48.6,0.0,0.0,0.0,0.0,0.0,0.0,,
313,1,7133,34105,Ricky Ponting,Javagal Srinath,49.1,0.0,2.0,0.0,0.0,0.0,2.0,,
314,1,7133,34105,Ricky Ponting,Javagal Srinath,49.2,4.0,4.0,323.0,245.0,3.0,0.0,,
315,1,7133,34105,Ricky Ponting,Javagal Srinath,49.3,1.0,1.0,107.0,270.0,5.0,0.0,,
316,1,6513,34105,Damien Martyn,Javagal Srinath,49.4,1.0,1.0,98.0,268.0,5.0,0.0,,
317,1,7133,34105,Ricky Ponting,Javagal Srinath,49.5,6.0,6.0,256.0,345.0,4.0,0.0,,
318,1,7133,34105,Ricky Ponting,Javagal Srinath,49.6,4.0,4.0,281.0,58.0,1.0,0.0,,
0,2,35320,6565,Sachin Tendulkar,Glenn McGrath,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,
1,2,35320,6565,Sachin Tendulkar,Glenn McGrath,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,
2,2,35320,6565,Sachin Tendulkar,Glenn McGrath,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,
3,2,35320,6565,Sachin Tendulkar,Glenn McGrath,0.4,4.0,4.0,301.0,280.0,3.0,0.0,,
4,2,35320,6565,Sachin Tendulkar,Glenn McGrath,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,caught
5,2,28779,6565,Sourav Ganguly,Glenn McGrath,0.6,0.0,0.0,0.0,0.0,0.0,0.0,,
6,2,35263,6278,Virender Sehwag,Brett Lee,1.1,0.0,0.0,0.0,0.0,0.0,0.0,,
7,2,35263,6278,Virender Sehwag,Brett Lee,1.2,0.0,0.0,0.0,0.0,0.0,0.0,,
8,2,35263,6278,Virender Sehwag,Brett Lee,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,
9,2,35263,6278,Virender Sehwag,Brett Lee,1.4,0.0,0.0,0.0,0.0,0.0,0.0,,
10,2,35263,6278,Virender Sehwag,Brett Lee,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,
11,2,35263,6278,Virender Sehwag,Brett Lee,1.6,0.0,0.0,0.0,0.0,0.0,0.0,,
12,2,28779,6565,Sourav Ganguly,Glenn McGrath,2.1,0.0,0.0,0.0,0.0,0.0,0.0,,
13,2,28779,6565,Sourav Ganguly,Glenn McGrath,2.2,1.0,1.0,91.0,103.0,7.0,0.0,,
14,2,35263,6565,Virender Sehwag,Glenn McGrath,2.3,0.0,0.0,0.0,0.0,0.0,0.0,,
15,2,35263,6565,Virender Sehwag,Glenn McGrath,2.4,0.0,0.0,0.0,0.0,0.0,0.0,,
16,2,35263,6565,Virender Sehwag,Glenn McGrath,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,
17,2,35263,6565,Virender Sehwag,Glenn McGrath,2.6,0.0,0.0,0.0,0.0,0.0,0.0,,
18,2,28779,6278,Sourav Ganguly,Brett Lee,3.1,1.0,1.0,255.0,80.0,1.0,0.0,,
19,2,35263,6278,Virender Sehwag,Brett Lee,3.2,0.0,1.0,0.0,0.0,0.0,1.0,,
20,2,35263,6278,Virender Sehwag,Brett Lee,3.2,0.0,1.0,0.0,0.0,0.0,1.0,,
21,2,35263,6278,Virender Sehwag,Brett Lee,3.2,4.0,4.0,331.0,127.0,2.0,0.0,,
22,2,35263,6278,Virender Sehwag,Brett Lee,3.3,0.0,0.0,0.0,0.0,0.0,0.0,,
23,2,35263,6278,Virender Sehwag,Brett Lee,3.4,0.0,0.0,0.0,0.0,0.0,0.0,,
24,2,35263,6278,Virender Sehwag,Brett Lee,3.5,0.0,1.0,0.0,0.0,0.0,1.0,,
25,2,35263,6278,Virender Sehwag,Brett Lee,3.5,0.0,1.0,0.0,0.0,0.0,1.0,,
26,2,35263,6278,Virender Sehwag,Brett Lee,3.5,0.0,0.0,0.0,0.0,0.0,0.0,,
27,2,35263,6278,Virender Sehwag,Brett Lee,3.6,0.0,0.0,0.0,0.0,0.0,0.0,,
28,2,28779,6565,Sourav Ganguly,Glenn McGrath,4.1,4.0,4.0,184.0,22.0,1.0,0.0,,
29,2,28779,6565,Sourav Ganguly,Glenn McGrath,4.2,6.0,6.0,340.0,101.0,2.0,0.0,,
30,2,28779,6565,Sourav Ganguly,Glenn McGrath,4.3,1.0,1.0,114.0,187.0,6.0,0.0,,
31,2,35263,6565,Virender Sehwag,Glenn McGrath,4.4,2.0,2.0,115.0,50.0,8.0,0.0,,
32,2,35263,6565,Virender Sehwag,Glenn McGrath,4.5,0.0,0.0,0.0,0.0,0.0,0.0,,
33,2,35263,6565,Virender Sehwag,Glenn McGrath,4.6,6.0,6.0,4.0,132.0,7.0,0.0,,
34,2,28779,6278,Sourav Ganguly,Brett Lee,5.1,0.0,0.0,0.0,0.0,0.0,0.0,,
35,2,28779,6278,Sourav Ganguly,Brett Lee,5.2,0.0,0.0,0.0,0.0,0.0,0.0,,
36,2,28779,6278,Sourav Ganguly,Brett Lee,5.3,0.0,0.0,0.0,0.0,0.0,0.0,,
37,2,28779,6278,Sourav Ganguly,Brett Lee,5.4,0.0,0.0,0.0,0.0,0.0,0.0,,
38,2,28779,6278,Sourav Ganguly,Brett Lee,5.5,4.0,4.0,323.0,236.0,3.0,0.0,,
39,2,28779,6278,Sourav Ganguly,Brett Lee,5.6,0.0,0.0,0.0,0.0,0.0,0.0,,
40,2,35263,6565,Virender Sehwag,Glenn McGrath,6.1,4.0,4.0,36.0,113.0,7.0,0.0,,
41,2,35263,6565,Virender Sehwag,Glenn McGrath,6.2,0.0,0.0,0.0,0.0,0.0,0.0,,
42,2,35263,6565,Virender Sehwag,Glenn McGrath,6.3,0.0,0.0,0.0,0.0,0.0,0.0,,
43,2,35263,6565,Virender Sehwag,Glenn McGrath,6.4,0.0,0.0,0.0,0.0,0.0,0.0,,
44,2,35263,6565,Virender Sehwag,Glenn McGrath,6.5,0.0,0.0,0.0,0.0,0.0,0.0,,
45,2,35263,6565,Virender Sehwag,Glenn McGrath,6.6,1.0,1.0,170.0,256.0,5.0,0.0,,
46,2,35263,6278,Virender Sehwag,Brett Lee,7.1,0.0,0.0,0.0,0.0,0.0,0.0,,
47,2,35263,6278,Virender Sehwag,Brett Lee,7.2,2.0,2.0,277.0,100.0,2.0,0.0,,
48,2,35263,6278,Virender Sehwag,Brett Lee,7.3,0.0,0.0,0.0,0.0,0.0,0.0,,
49,2,35263,6278,Virender Sehwag,Brett Lee,7.4,1.0,1.0,289.0,114.0,2.0,0.0,,
50,2,28779,6278,Sourav Ganguly,Brett Lee,7.5,1.0,1.0,225.0,63.0,1.0,0.0,,
51,2,35263,6278,Virender Sehwag,Brett Lee,7.6,4.0,4.0,17.0,164.0,7.0,0.0,,
52,2,28779,6565,Sourav Ganguly,Glenn McGrath,8.1,4.0,4.0,333.0,188.0,3.0,0.0,,
53,2,28779,6565,Sourav Ganguly,Glenn McGrath,8.2,0.0,0.0,0.0,0.0,0.0,0.0,,
54,2,28779,6565,Sourav Ganguly,Glenn McGrath,8.3,1.0,1.0,96.0,201.0,6.0,0.0,,
55,2,35263,6565,Virender Sehwag,Glenn McGrath,8.4,1.0,1.0,222.0,181.0,3.0,0.0,,
56,2,28779,6565,Sourav Ganguly,Glenn McGrath,8.5,0.0,0.0,0.0,0.0,0.0,0.0,,
57,2,28779,6565,Sourav Ganguly,Glenn McGrath,8.6,1.0,1.0,132.0,118.0,7.0,0.0,,
58,2,28779,6278,Sourav Ganguly,Brett Lee,9.1,0.0,0.0,0.0,0.0,0.0,0.0,,
59,2,28779,6278,Sourav Ganguly,Brett Lee,9.2,0.0,0.0,0.0,0.0,0.0,0.0,,
60,2,28779,6278,Sourav Ganguly,Brett Lee,9.3,0.0,0.0,0.0,0.0,0.0,0.0,,
61,2,28779,6278,Sourav Ganguly,Brett Lee,9.4,0.0,1.0,0.0,0.0,0.0,1.0,,
62,2,28779,6278,Sourav Ganguly,Brett Lee,9.4,0.0,0.0,0.0,0.0,0.0,0.0,,
63,2,28779,6278,Sourav Ganguly,Brett Lee,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,caught
64,2,29990,6278,Mohammad Kaif,Brett Lee,9.6,0.0,0.0,0.0,0.0,0.0,0.0,,
65,2,35263,6565,Virender Sehwag,Glenn McGrath,10.1,1.0,1.0,127.0,61.0,8.0,0.0,,
66,2,29990,6565,Mohammad Kaif,Glenn McGrath,10.2,0.0,0.0,0.0,0.0,0.0,0.0,,
67,2,29990,6565,Mohammad Kaif,Glenn McGrath,10.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,caught
68,2,28114,6565,Rahul Dravid,Glenn McGrath,10.4,0.0,0.0,0.0,0.0,0.0,0.0,,
69,2,28114,6565,Rahul Dravid,Glenn McGrath,10.5,0.0,0.0,0.0,0.0,0.0,0.0,,
70,2,28114,6565,Rahul Dravid,Glenn McGrath,10.6,2.0,2.0,59.0,135.0,7.0,0.0,,
71,2,35263,6278,Virender Sehwag,Brett Lee,11.1,0.0,1.0,0.0,0.0,0.0,1.0,,
72,2,35263,6278,Virender Sehwag,Brett Lee,11.1,0.0,0.0,0.0,0.0,0.0,0.0,,
73,2,35263,6278,Virender Sehwag,Brett Lee,11.2,0.0,0.0,0.0,0.0,0.0,0.0,,
74,2,35263,6278,Virender Sehwag,Brett Lee,11.3,0.0,0.0,0.0,0.0,0.0,0.0,,
75,2,35263,6278,Virender Sehwag,Brett Lee,11.4,0.0,0.0,0.0,0.0,0.0,0.0,,
76,2,35263,6278,Virender Sehwag,Brett Lee,11.5,0.0,0.0,0.0,0.0,0.0,0.0,,
77,2,35263,6278,Virender Sehwag,Brett Lee,11.6,0.0,0.0,0.0,0.0,0.0,0.0,,
78,2,28114,5681,Rahul Dravid,Brad Hogg,12.1,0.0,0.0,0.0,0.0,0.0,0.0,,
79,2,28114,5681,Rahul Dravid,Brad Hogg,12.2,0.0,0.0,0.0,0.0,0.0,0.0,,
80,2,28114,5681,Rahul Dravid,Brad Hogg,12.3,2.0,2.0,259.0,78.0,1.0,0.0,,
81,2,28114,5681,Rahul Dravid,Brad Hogg,12.4,0.0,0.0,0.0,0.0,0.0,0.0,,
82,2,28114,5681,Rahul Dravid,Brad Hogg,12.5,0.0,0.0,0.0,0.0,0.0,0.0,,
83,2,28114,5681,Rahul Dravid,Brad Hogg,12.6,0.0,0.0,0.0,0.0,0.0,0.0,,
84,2,35263,6285,Virender Sehwag,Darren Lehmann,13.1,0.0,0.0,0.0,0.0,0.0,0.0,,
85,2,35263,6285,Virender Sehwag,Darren Lehmann,13.2,4.0,4.0,334.0,216.0,3.0,0.0,,
86,2,35263,6285,Virender Sehwag,Darren Lehmann,13.3,4.0,4.0,243.0,324.0,4.0,0.0,,
87,2,35263,6285,Virender Sehwag,Darren Lehmann,13.4,4.0,4.0,277.0,300.0,4.0,0.0,,
88,2,35263,6285,Virender Sehwag,Darren Lehmann,13.5,0.0,0.0,0.0,0.0,0.0,0.0,,
89,2,35263,6285,Virender Sehwag,Darren Lehmann,13.6,0.0,0.0,0.0,0.0,0.0,0.0,,
90,2,28114,5681,Rahul Dravid,Brad Hogg,14.1,1.0,1.0,241.0,195.0,3.0,0.0,,
91,2,35263,5681,Virender Sehwag,Brad Hogg,14.2,4.0,4.0,28.0,230.0,6.0,0.0,,
92,2,35263,5681,Virender Sehwag,Brad Hogg,14.3,6.0,6.0,331.0,288.0,3.0,0.0,,
93,2,35263,5681,Virender Sehwag,Brad Hogg,14.4,1.0,1.0,251.0,274.0,4.0,0.0,,
94,2,28114,5681,Rahul Dravid,Brad Hogg,14.5,0.0,0.0,0.0,0.0,0.0,0.0,,
95,2,28114,5681,Rahul Dravid,Brad Hogg,14.6,0.0,0.0,0.0,0.0,0.0,0.0,,
96,2,35263,4146,Virender Sehwag,Andy Bichel,15.1,0.0,1.0,0.0,0.0,0.0,1.0,,
97,2,35263,4146,Virender Sehwag,Andy Bichel,15.1,1.0,1.0,61.0,138.0,7.0,0.0,,
98,2,28114,4146,Rahul Dravid,Andy Bichel,15.2,0.0,0.0,0.0,0.0,0.0,0.0,,
99,2,28114,4146,Rahul Dravid,Andy Bichel,15.3,4.0,4.0,338.0,197.0,3.0,0.0,,
100,2,28114,4146,Rahul Dravid,Andy Bichel,15.4,0.0,0.0,0.0,0.0,0.0,0.0,,
101,2,28114,4146,Rahul Dravid,Andy Bichel,15.5,1.0,1.0,51.0,170.0,6.0,0.0,,
102,2,35263,4146,Virender Sehwag,Andy Bichel,15.6,1.0,1.0,156.0,146.0,7.0,0.0,,
103,2,35263,6565,Virender Sehwag,Glenn McGrath,16.1,1.0,1.0,123.0,75.0,8.0,0.0,,
104,2,28114,6565,Rahul Dravid,Glenn McGrath,16.2,1.0,1.0,136.0,152.0,7.0,0.0,,
105,2,35263,6565,Virender Sehwag,Glenn McGrath,16.3,2.0,2.0,317.0,199.0,3.0,0.0,,
106,2,35263,6565,Virender Sehwag,Glenn McGrath,16.4,1.0,1.0,54.0,142.0,7.0,0.0,,
107,2,28114,6565,Rahul Dravid,Glenn McGrath,16.5,1.0,1.0,118.0,69.0,8.0,0.0,,
108,2,35263,6565,Virender Sehwag,Glenn McGrath,16.6,1.0,1.0,203.0,148.0,2.0,0.0,,
109,2,35263,4146,Virender Sehwag,Andy Bichel,17.1,0.0,1.0,0.0,0.0,0.0,1.0,,
110,2,35263,4146,Virender Sehwag,Andy Bichel,17.1,0.0,0.0,0.0,0.0,0.0,0.0,,
111,2,35263,4146,Virender Sehwag,Andy Bichel,17.2,1.0,1.0,279.0,114.0,2.0,0.0,,
112,2,28114,4146,Rahul Dravid,Andy Bichel,17.3,1.0,1.0,130.0,135.0,7.0,0.0,,
113,2,35263,4146,Virender Sehwag,Andy Bichel,17.4,0.0,0.0,0.0,0.0,0.0,0.0,,
114,2,35263,4146,Virender Sehwag,Andy Bichel,17.5,2.0,2.0,65.0,91.0,7.0,0.0,,
115,2,35263,4146,Virender Sehwag,Andy Bichel,17.6,1.0,1.0,209.0,234.0,4.0,0.0,,
116,2,35263,6565,Virender Sehwag,Glenn McGrath,18.1,1.0,1.0,128.0,132.0,7.0,0.0,,
117,2,28114,6565,Rahul Dravid,Glenn McGrath,18.2,5.0,5.0,129.0,134.0,7.0,0.0,,
118,2,35263,6565,Virender Sehwag,Glenn McGrath,18.3,0.0,0.0,0.0,0.0,0.0,0.0,,
119,2,35263,6565,Virender Sehwag,Glenn McGrath,18.4,0.0,0.0,0.0,0.0,0.0,0.0,,
120,2,35263,6565,Virender Sehwag,Glenn McGrath,18.5,0.0,0.0,0.0,0.0,0.0,0.0,,
121,2,35263,6565,Virender Sehwag,Glenn McGrath,18.6,0.0,0.0,0.0,0.0,0.0,0.0,,
122,2,28114,4146,Rahul Dravid,Andy Bichel,19.1,1.0,1.0,222.0,135.0,2.0,0.0,,
123,2,35263,4146,Virender Sehwag,Andy Bichel,19.2,0.0,0.0,0.0,0.0,0.0,0.0,,
124,2,35263,4146,Virender Sehwag,Andy Bichel,19.3,0.0,0.0,0.0,0.0,0.0,0.0,,
125,2,35263,4146,Virender Sehwag,Andy Bichel,19.4,4.0,4.0,326.0,243.0,3.0,0.0,,
126,2,35263,4146,Virender Sehwag,Andy Bichel,19.5,0.0,0.0,0.0,0.0,0.0,0.0,,
127,2,35263,4146,Virender Sehwag,Andy Bichel,19.6,2.0,2.0,299.0,252.0,3.0,0.0,,
128,2,28114,5681,Rahul Dravid,Brad Hogg,20.1,0.0,0.0,0.0,0.0,0.0,0.0,,
129,2,28114,5681,Rahul Dravid,Brad Hogg,20.2,1.0,1.0,272.0,109.0,2.0,0.0,,
130,2,35263,5681,Virender Sehwag,Brad Hogg,20.3,4.0,4.0,325.0,240.0,3.0,0.0,,
131,2,35263,5681,Virender Sehwag,Brad Hogg,20.4,0.0,1.0,0.0,0.0,0.0,1.0,,
132,2,28114,5681,Rahul Dravid,Brad Hogg,20.5,1.0,1.0,255.0,109.0,2.0,0.0,,
133,2,35263,5681,Virender Sehwag,Brad Hogg,20.6,0.0,0.0,0.0,0.0,0.0,0.0,,
134,2,28114,4146,Rahul Dravid,Andy Bichel,21.1,0.0,1.0,0.0,0.0,0.0,1.0,,
135,2,35263,4146,Virender Sehwag,Andy Bichel,21.2,0.0,0.0,0.0,0.0,0.0,0.0,,
136,2,35263,4146,Virender Sehwag,Andy Bichel,21.3,1.0,1.0,105.0,119.0,7.0,0.0,,
137,2,28114,4146,Rahul Dravid,Andy Bichel,21.4,0.0,0.0,0.0,0.0,0.0,0.0,,
138,2,28114,4146,Rahul Dravid,Andy Bichel,21.5,1.0,1.0,134.0,132.0,7.0,0.0,,
139,2,35263,4146,Virender Sehwag,Andy Bichel,21.6,0.0,0.0,0.0,0.0,0.0,0.0,,
140,2,28114,5681,Rahul Dravid,Brad Hogg,22.1,2.0,2.0,227.0,46.0,1.0,0.0,,
141,2,28114,5681,Rahul Dravid,Brad Hogg,22.2,1.0,1.0,120.0,173.0,6.0,0.0,,
142,2,35263,5681,Virender Sehwag,Brad Hogg,22.3,6.0,6.0,342.0,254.0,3.0,0.0,,
143,2,35263,5681,Virender Sehwag,Brad Hogg,22.4,0.0,0.0,0.0,0.0,0.0,0.0,,
144,2,35263,5681,Virender Sehwag,Brad Hogg,22.5,0.0,0.0,0.0,0.0,0.0,0.0,,
145,2,35263,5681,Virender Sehwag,Brad Hogg,22.6,4.0,4.0,51.0,278.0,6.0,0.0,,
146,2,28114,4146,Rahul Dravid,Andy Bichel,23.1,0.0,0.0,0.0,0.0,0.0,0.0,,
147,2,28114,4146,Rahul Dravid,Andy Bichel,23.2,0.0,1.0,0.0,0.0,0.0,1.0,,
148,2,28114,4146,Rahul Dravid,Andy Bichel,23.2,0.0,0.0,0.0,0.0,0.0,0.0,,
149,2,28114,4146,Rahul Dravid,Andy Bichel,23.3,0.0,0.0,0.0,0.0,0.0,0.0,,
150,2,28114,4146,Rahul Dravid,Andy Bichel,23.4,1.0,1.0,222.0,96.0,1.0,0.0,,
151,2,35263,4146,Virender Sehwag,Andy Bichel,23.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,run out
152,2,28114,4146,Rahul Dravid,Andy Bichel,23.6,1.0,1.0,219.0,131.0,2.0,0.0,,
